!help|!latex [kode latex] akan memberikan gambar dari [kode latex].\n!latex e^{i\pi}+1=0\n\n!wiki-[langcode] [objek] akan memberikan rangkuman wikipedia dalam bahasa [langcode]. Penggunaan !wiki [objek] (tanpa [langcode]) akan memberikan rangkuman dalam bahasa Inggris.\n!wiki-ar Hello World!\n!wiki linear algebra\n\n!kbbi [kata] akan memberikan definisi sesuai KBBI Edisi V.\n!kbbi gim\n\n!wolf [sesuatu] akan memberikan jawaban dari WolframAlpha.\n!wolf integrate sin(cos(tan(x)))\n\n!trans [langcode1] [langcode2] [teks] berdasarkan Google Translate.\n!trans id de selamat malam, cintaku\n\n!whoami untuk tahu siapa saya~
!whoami|dibuat oleh keka.vigi, terima kasih kawan kawan.\n\nID LINE: keka.vigi (kalau mau kontak)
