medan|me·dan [n] 1. tanah lapang
medang|me·dang [n] pohon tinggi dan besar, kayunya dijadikan papan untuk bangunan
mede|me·de [n] mete
medeli|me·de·li ? 1medali
media|me·dia [n] 1. alat
medial|me·di·al [a] berada di tengah
median|1:me·di·an <i>n Stat</i> nilai tengah di antara deret nilai yg disusun dng tata urut dr besar sampai kecil
median|2:me·di·an [n] 1. ukuran antara yg kecil (pendek dsb) dan yg besar (tinggi, panjang)
mediasi|me·di·a·si [n] proses pengikutsertaan pihak ketiga dl penyelesaian suatu perselisihan sbg penasihat
mediastinum|me·di·as·ti·num [n Anat] sekat dada di bagian tengah rongga dada yg memisahkan paru-paru kiri dan kanan
mediator|me·di·a·tor [n] perantara (penghubung, penengah): <i>ia bersedia bertindak sbg -- bagi pihak yg bersengketa itu
medik|me·dik [n] jururawat
medikamentosa|me·di·ka·men·to·sa [a Dok] berkenaan dng obat-obatan dl pengobatan atau perawatan penyakit
medikasi|me·di·ka·si [n Dok] terapi dng pemberian obat medula
medikolegal|me·di·ko·le·gal [a] berkaitan, baik dng kesehatan maupun hukum: <i>universitas membuka program pendidikan praktisi bidang hukum perburuhan dan --
medikus|me·di·kus [n] dokter
medil|me·dil [kl n] bedil
medio|me·dio [n] tengah
medis|me·dis [a] termasuk atau berhubungan dng bidang kedokteran: <i>kita masih memerlukan banyak tenaga -- untuk menangani masalah kesehatan di daerah
medisinal|me·di·si·nal [a] 1. bersifat menyembuhkan
medit|me·dit [Jw a] kikir
meditasi|me·di·ta·si [n] pemusatan pikiran dan perasaan untuk mencapai sesuatu
mediterania|Me·di·te·ra·nia [n] laut di antara Eropa dan Afrika
medium|me·di·um [n] 1. ukuran sedang
medok|1:me·dok [Jk a] 1. berlubang-lubang (spt sepon dan roti)
medok|2:me·dok [Jk a] 1. agak pekat dan kental krn banyak bumbunya (tt kuah, gado-gado)
medu|me·du [a] berasa tidak enak dl perut (hendak muntah dsb): --<i> rasanya jika melihat borok yg bernanah
meduk|me·duk ? 1medok
medula|me·du·la [n] bagian tengah (terdalam) sesuatu, msl sumsum (pd tulang), empulur (pd batang tumbuhan)
medusa|Me·du·sa [n] makhluk wanita mengerikan, dl mitologi Yunani, yg dng sinar matanya dapat menjadikan orang yg memandangnya menjadi batu
mega|1:me·ga [n] awan (di langit): <i>angin bertiup, -- berarak
mega|2:me·ga- [bentuk terikat] 1. besar
megafon|me·ga·fon [n] alat berbentuk corong untuk mengeraskan suara dan mengatur arah suara itu
megah|me·gah [a] 1. tampak mengagumkan (krn besarnya, indahnya, dsb)
megak|me·gak [a] 1. pemberani
megakredit|me·ga·kre·dit [n] kredit dl jumlah besar: <i>saat ini banyak terbongkar skandal --
megalit|me·ga·lit [n] batu besar peninggalan masa prasejarah
megalitikum|Me·ga·li·ti·kum [n] zaman batu besar (yaitu salah satu babak zaman prasejarah)
megal-megol|me·gal-me·gol /mégal-mégol/ [v] berlenggak-lenggok menggerakkan pinggul ke kanan ke kiri: <i>jalannya -- untuk menarik perhatian orang
megalomania|me·ga·lo·ma·nia [n Psi] kelainan jiwa yg ditandai oleh khayalan tt kekuasaan dan kebesaran diri
megalomaniak|me·ga·lo·ma·ni·ak [Psi] 1. [a] cenderung mempunyai keinginan menjadi (orang) besar
megalopolis|me·ga·lo·po·lis [n] wilayah berpenduduk padat yg berpusat pd satu kota besar atau beberapa kota besar
megalosit|me·ga·lo·sit [n] sel darah merah yg sangat besar, yg terdapat pd mudigah dan pd penyakit
megamerger|me·ga·mer·ger [n] penggabungan dua perusahaan besar atau lebih yg memiliki aset dl jumlah banyak
megan|me·gan [n] penganan semacam kue dodol
megaohm|me·ga·ohm [n Fis] tahanan listrik yg terdiri atas sejuta ohm
megap-megap|me·gap-me·gap [Jw v] 1. bernapas tersendat-sendat
megapolis|me·ga·po·lis [n] megalopolis
megaproyek|me·ga·pro·yek [n] 1. pekerjaan besar dng sasaran khusus dan dng tenggang masa yg jelas: <i>kelompok usaha Bimantara bermaksud membangun -- di kawasan Jalan Sudirman, Jakarta</i>
megar|me·gar [Jw v] mekar
megaspora|me·ga·spo·ra [n Bot] spora pd tumbuh tinggi yg berukuran besar, yg pd tumbuhan berbiji akan menjadi kantong embrio
megasporangium|me·ga·spo·ra·ngi·um [n Bot] sporangium yg menghasilkan megaspora, yg pd tumbuhan berbiji berupa bakal biji
megasporofil|me·ga·spo·ro·fil [n Bot] sporofil yg mengha-silkan megasporangium, yg pd tumbuhan bunga berupa daun buah
megat|1:me·gat [n] gelar bangsawan Melayu (ayahnya orang kebanyakan, ibunya keturunan raja)
megat|2:me·gat [a] masyhur
megat|3:me·gat [a] berpusing (pd gasing)
megaton|me·ga·ton [n] satuan ukuran daya ledak sebesar satu ton dinamit (= 1.000.000 ton TNT)
megatren|me·ga·tren [n] kecenderungan besar pd gaya atau model mutakhir
megatruh|me·gat·ruh [n Sen] bentuk komposisi tembang macapat, biasanya dipakai untuk melukiskan perasaan kecewa atau kesedihan yg mendalam, mempunyai bait lagu yg terdiri atas lima baris, baris pertama mempunyai dua belas suku kata yg berakhir bunyi [n] (12 [n]), kemudian berturut-turut 8 <i>i</i>, 8 <i>i</i>, dan 8 <i>o
megawatt|me·ga·watt [n] satuan ukuran daya listrik 1.000.000 watt
meger|me·ger, me·ger-me·ger [Jw a] masih ada, segar-bugar
megrek-megrek|meg·rek-meg·rek /mégrék-mégrék/ [Jk a] selalu sakitan
mei|Mei [n] bulan yg ke-5 tarikh Masehi (31 hari)
meiosis|1:me·i·o·sis [n Bio] pembelahan sel kelamin dr diploid menjadi haploid
meiosis|2:me·i·o·sis [n Sas] majas yg mengandung pernyataan yg merendah untuk penekanan, sering dipakai secara ironis, khususnya untuk menggambarkan sesuatu yg luar biasa atau yg mengesankan, msl <i>hasilnya agak kurang baik</i> untuk mak-sud "pekerjaannya gagal"
meja hijau|me·ja hi·jau [n] pengadilan
meja|me·ja [n] perkakas (perabot) rumah yg mempunyai bidang datar sbg daun mejanya dan berkaki sbg penyangganya (bermacam-macam bentuk dan gunanya)
mejam|me·jam [a] berpusing (spt gasing)
mejan|1:me·jan [n] penyakit berak berdarah dan bercampur lendir
mejan|2:me·jan [a] tidak dapat meletus atau meledak (tt senjata, petasan, dsb)
mejan|me·jan ? maesan
mejana|me·ja·na <i>ark adv</i> sedang
mejelis|me·je·lis ? 2majelis
mejen|me·jen ? 2mejan
mejeng|me·jeng [Jk v] memperagakan diri dng penampilan atau dandanan yg berlebihan untuk menarik perhatian orang: <i>gadis itu sering -- di pertokoan
mek|mek [Jk n] kawan
mekanik|me·ka·nik [n] ahli mesin
mekanika|me·ka·ni·ka [n] 1. [Fis] cabang fisika mengenai gerak dan rihatnya benda dan penyebab gerak atau rihatnya benda itu
mekanikgraha|me·ka·nik·gra·ha [n] gedung untuk mekanik (mesin dsb)
mekanis|me·ka·nis [a Tek] 1. otomatis menurut kerja mesin: <i>pengalengan ikan itu dikerjakan secara -- dan berlangsung di atas kapal
mekanisasi|me·ka·ni·sa·si [n] penggantian dan penggunaan tenaga mesin dan sarana-sarana teknik lainnya untuk menggantikan tenaga manusia dan hewan
mekanisme|me·ka·nis·me [n] 1. [Tek] penggunaan mesin
mekap|me·kap [n cak] tata rias muka
mekar|me·kar [v] 1. (mulai) berkembang
mekis|me·kis ? mengkis
meko|me·ko [n] alat musik dr Pulau Rote yg bentuknya spt gong kecil, biasa dipakai dl susunan bergantung sebanyak sembilan buah, dimainkan oleh empat pemain
mekonium|me·ko·ni·um [n] tinja berwarna hitam kehijau-hijauan yg pertama kali keluar dr dubur bayi yg baru lahir
mel|mel [v cak] memberitahukan
melabuai|me·la·bu·ai [n] pohon besar jenis jelutung
melainkan|me·la·in·kan lihat lain
melaka|me·la·ka ? malaka
melak-melak|me·lak-me·lak [Jk adv] (dng) terang-terangan (ditipu dsb)
melambang|me·lam·bang [n] perahu yg dibuat dr batang kayu
melambing|me·lam·bing ? melambang
melamin|me·la·min [n] 1. [Kim] bahan kristal tanpa warna, dapat larut dl air, digunakan sbg bahan pelapis dan plastik
melanesia|Me·la·ne·sia [n] gugus kepulauan, bangsa, dan bahasa di bagian barat daya Lautan Teduh, di sebelah timur laut Australia
melangkup|me·lang·kup [v Huk] melarikan istri orang lain, merupakan delik adat di daerah Batak
melanin|me·la·nin [n] pigmen atau zat warna yg ditemukan dl kulit, rambut, bulu, dan mata
melanisme|me·la·nis·me [n] 1. timbulnya pigmen hitam (melamin) pd kulit
melankolia|me·lan·ko·lia [n] kelainan jiwa yg ditandai oleh keadaan depresi dan ketidakaktifan fisik
melankolis|me·lan·ko·lis [a] dl keadaan pembawaan lamban, pendiam, murung, sayu
melanoderma|me·la·no·der·ma [n] bercak-bercak hitam atau kecokelat-cokelatan yg dapat muncul secara tiba-tiba di wajah
melapari|me·la·pa·ri ? malapari
melar|me·lar [a] dapat menjadi besar (memanjang)
melarat|1:me·la·rat 1 [a] miskin
melarat|2:me·la·rat ? 1larat
melas|me·las, memelas [Jw a] menimbulkan rasa belas kasihan: <i>terdengar suara rintihan yg -
melase|me·la·se [n] bagian dr gula yg tidak mengering setelah dimasak krn banyaknya campuran tambahan sehingga gula tidak dapat menghablur lebih lanjut, dimanfaatkan dl pembuatan sirop, arak, spiritus, atau sbg campuran pakan ternak
melasma|me·las·ma [n] bercak hiperpigmentasi, terutama pd bagian yg terkena sinar matahari (msl dahi, pipi, dan bagian bawah hidung)
melata|me·la·ta ? 1lata
melati|me·la·ti [n] 1. tumbuhan perdu suku <i>Rubiaceae,</i> sering ditanam di halaman rumah, warna bunganya putih berbentuk bintang, terletak pd tandan kecil, berbau sangat harum, sering digunakan dl berbagai upacara adat, spt perkawinan, juga pd waktu ada kematian
melawah|me·la·wah [kl n] perahu Bugis
melayu|Me·la·yu [n] suku bangsa dan bahasa di Sumatra, Semenanjung Malaysia, dan di pelbagai daerah di Asia Tenggara
melek|me·lek 1. [v] tidak tidur
melela|me·le·la [n] zat besi (warnanya kebiru-biruan): <i>besi --
melempem|me·lem·pem [a] 1. tidak kering benar
meleng|me·leng [Jk a] tidak berhati-hati
meler|me·ler [v] mengalir ke luar dr hidung (tt ingus)
melerang|me·le·rang ? belerang
melesat|me·le·sat ? pelesat
melesek|me·le·sek [v] ambles
meleset|me·le·set ? peleset
melik|me·lik [Jw v] ingin memiliki: <i>ia -- pangkat yg tinggi
melilin|me·li·lin [n] tumbuhan, kayunya berwarna putih, hanya dipakai sbg kayu bakar
meling|me·ling ? meleng
melinjo|me·lin·jo [n] 1. tumbuhan yg batangnya lurus bercabang-cabang di bagian atasnya, daunnya bulat telur memanjang, buahnya biasa dibuat emping
melintir|me·lin·tir lihat pelintir
melit|me·lit [a] selalu ingin mengetahui segala-galanya
melitofili|me·li·to·fi·li [n] penyerbukan bunga yg terlaksana dng bantuan lebah
meliwis|me·li·wis [Jw n] belibis
melodi|me·lo·di [n Mus] susunan rangkaian tiga nada atau lebih dl musik yg terdengar berurutan secara logis serta berirama dan mengungkapkan suatu gagasan: <i>terdengar suara -- gitar mengiringi sebuah lagu kenangan
melodika|me·lo·di·ka [n] alat musik tiup kecil sejenis harmonika, dimainkan dng tiupan langsung atau memakai pipa lentur yg dihubungkan ke mulut
melodius|me·lo·di·us [a Mus] 1. bersangkutan dng irama
melodrama|me·lo·dra·ma [n] 1. pergelaran, spt sandiwara atau film, dng lakon yg sangat sentimental, mendebarkan, dan mengharukan, yg lebih mengutamakan ketegangan dp kebenaran
melodramatik|me·lo·dra·ma·tik [a] melodramatis
melodramatis|me·lo·dra·ma·tis [a Sas] bersifat melodrama
melompong|me·lom·pong lihat kosong
melon|me·lon [n] pohon yg buahnya hampir sempurna bulat, kulit buahnya hijau kekuning-kuningan dan agak kasar, daging buahnya berwarna kuning dan manis rasanya
melor|me·lor [n] kereta beroda dua
melotot|me·lo·tot lihat pelotot
melpari|mel·pa·ri ? malapari
melukut|me·lu·kut [n] ujung beras yg terlepas ketika ditumbuk
melulu|me·lu·lu [adv] tiada lain hanya
melur|1:me·lur [n] bunga melur
melur|2:me·lur [n] pohon yg kayunya tidak begitu awet, berwarna cokelat pucat, digunakan sbg bahan dl industri kerajinan tangan, alat-alat tulis, peti, dsb
mem|mem- lihat meng-
memang|me·mang [adv] sebenarnya
memar|me·mar [a] rusak atau remuk di sebelah dalam, tetapi dr luar tidak tampak:<i> mempelam itu -- krn jatuh
membacang|mem·ba·cang ? embacang
membal|mem·bal [Jk v] melenting lalu kembali ke keadaan semula (spt bola ditekan)
membang|mem·bang ? mambang
memberang|mem·be·rang [n] berang-berang
memble|memble [v cak] 1. terkelepai ke bawah (tt bibir)
membran|mem·bran [n] 1. selaput, kulit tipis, atau lembaran bahan tipis yg merupakan pemisah
membruk|mem·bruk ? mambruk
memedi|me·me·di [Jw n] makhluk halus
memek|me·mek [v] merengek-rengek, merepek
memelas|me·me·las lihat melas
memengkis|me·meng·kis ? pekis (memekis)
memerang|me·me·rang ? memberang
memo|me·mo [n kp] memorandum
memoar|me·mo·ar [n] 1. kenang-kenangan sejarah atau catatan peristiwa masa lampau menyerupai autobiografi yg ditulis dng menekankan pendapat, kesan, dan tanggapan pencerita atas peristiwa yg dialami dan tt tokoh yg berhubungan dengannya
memorabilia|me·mo·ra·bi·lia [n] sesuatu atau peristiwa yg patut dikenang
memorandum|me·mo·ran·dum [n] 1. nota atau surat peringatan tidak resmi
memorat|me·mo·rat [n] legenda alam gaib yg merupakan pengetahuan pribadi seseorang, baik yg dialami sendiri maupun yg didengar dr pengalaman orang lain
memori|me·mo·ri [n] 1. kesadaran akan pengalaman masa lampau yg hidup kembali
memorial|me·mo·ri·al [n] sesuatu yg dibuat (didirikan) sbg peringatan peristiwa bersejarah atau sbg peringatan seorang tokoh
mempan|mem·pan [v] 1. dapat dikenai (oleh senjata dsb)
mempedal|mem·pe·dal ? empedal
mempelai|mem·pe·lai [n] orang yg sedang melangsungkan pernikahannya
mempelam|mem·pe·lam [n] mangga
mempelas hari|mem·pe·las ha·ri [n] mempelasari
mempelas|mem·pe·las lihat akar
mempelasari|mem·pe·la·sa·ri [n] pulasari
mempening|mem·pe·ning [n] pohon yg tinggi, kayunya digunakan untuk membuat mebel
memper|mem·per [a] hampir serupa (dng)
mempitis|mem·pi·tis [n] merpitis
mempurung|mem·pu·rung [n] 1. ikan laut, <i>Lycothrissa crocodilus
memur|me·mur ? memar
memutah|me·mu·tah [n] pohon, akarnya dapat dibuat obat, kayunya ringan, tetapi kuat
men|men- lihat meng-
menaga|me·na·ga [n] pohon, daun dan kulitnya dapat dibuat obat
menak|me·nak [n] orang terhormat
menalu|me·na·lu ? benalu
menampun|me·nam·pun [v cak] minta ampun
menang|me·nang [v] 1. dapat mengalahkan (musuh, lawan, saingan)
menantu|me·nan·tu [n] istri atau suami dr anak kita
menara|me·na·ra [n] 1. bangunan yg tinggi (spt di masjid, gereja)
menasabah|me·na·sa·bah ? munasabah
menat|me·nat ? minat
menatu|me·na·tu ? penatu
mencak|men·cak [v cak] mencak-mencak
mencelat|men·ce·lat [Jw v] melambung cepat lalu jatuh
menceng|men·ceng [a] tidak lurus
menceret|men·ce·ret [v] sering buang air besar dng tinja berbentuk cair
mencit|men·cit [Mk n] tikus putih kecil
mencla-mencle|men·cla-men·cle /méncla-ménclé/ [a] tidak dapat dipercaya: <i>bicaranya ternyata -- , tidak dapat dipegang sama sekali
menclok|men·clok [v cak] hinggap: <i>burung itu -- di ranting pohon mangga
mencok|men·cok ? menclok
mencong|men·cong [a] tidak lurus
mencos|men·cos [a] 1. [Sd] lancip
mencret|men·cret ? menceret
mendak|1:men·dak [v] mengendap (tt badan)
mendak|2:men·dak [Jw v] melaksanakan selamatan tahunan untuk memperingati orang yang telah meninggal
mendali|men·da·li ? 1medali
mendalika|men·da·li·ka ? 2mandalika
mendalu|men·da·lu ? benalu
mendap|men·dap [v] 1. [cak] mengendap
mendapa|men·da·pa [n] pendapa
mendeleka|men·de·le·ka ? 2mandalika
mendelevium|men·de·le·vi·um [n Kim] unsur buatan yg diperoleh dng mengebom einsteinium dng partikel alfa
mendelika|men·de·li·ka ? 1mandalika
mendem|men·dem ? mendam
mendeng|men·deng lihat sendeng
mendepun|men·de·pun ? depun
mendera|1:men·de·ra ? mendira
mendera|2:men·de·ra ? bendera
mendera|men·de·ra [kl a] elok
menderang|men·de·rang ? 2benderang
mendiang|men·di·ang [n] orang yg telah mati
mendikai|men·di·kai [n] semangka
mending|men·ding [a cak] 1. lebih baik (dp yg lain)
mendira|men·di·ra [n] pohon beringin
mendoan|men·do·an [Jw n] tempe yg dipotong tipis lebar, dicelupkan ke dl adonan tepung berbumbu, kemudian digoreng setengah matang
mendonan|men·do·nan [Jk n] orang yg datang dr tempat lain
mendong|men·dong [n] rumput, suku <i>Cyperaceae, </i>membentuk rumpun tinggi, batangnya yg dikeringkan digunakan untuk bahan anyaman spt tikar, topi, keranjang
mendora|men·do·ra ? mendura
mendreng|men·dreng ? mindring
mendu|men·du [n] sandiwara (berasal dr Pontianak)
mendung|men·dung 1 [n] awan yg mengandung hujan: --<i> hitam sudah merata di langit, sebentar lagi turun hujan
mendur|men·dur [n] melur (jenis bunga melati bersusun)
mendura|men·du·ra [n] sandiwara Siam
mendusin|men·du·sin ? dusin
mendut|men·dut [n] penganan yg dibuat dr adonan tepung ketan dan santan, dibentuk bola-bola kecil, diisi dng unti kemudian dibungkus daun pisang dan dikukus
menep|me·nep [v] diam
menepaat|me·ne·pa·at [ark] ? manfaat
meng|meng- (me-, mem-, men-, menge-, meny-) <i>prefiks pembentuk verba</i> 1. menjadi: <i>mencair
mengah|me·ngah, ter·me·ngah-me·ngah [kl v] bernapas pendek-pendek (krn habis berlari dsb)
mengangah|me·nga·ngah [Jw a] membara (tt api)
mengap|me·ngap [v cak] terbuka (tt mulut)
mengapa|me·nga·pa ? apa
mengapmendam|me·ngap·men·dam [Jw v] mabuk (terutama krn minuman keras atau salah makan)
menge|menge- lihat meng-
mengeh|me·ngeh ? mengi
mengerawan|me·nge·ra·wan [n] pohon berbatang tegak, kayunya awet sehingga disukai untuk dibuat perahu, sirap, juga untuk mebel
mengerna|1:me·nger·na [kl a] berbagai warna
mengerna|2:me·nger·na [kl n] kekasih
mengerti|me·nger·ti ? erti
menget|me·nget ? senget
mengga|meng·ga, se·meng·ga [a] 1. hanya itu
menggala|meng·ga·la [v] memberi alamat baik
menggerib|meng·ge·rib ? magrib
menggusta|meng·gus·ta [n] buah manggis
mengi|me·ngi [n] penyakit sesak napas
mengiang|me·ngi·ang ? ular
mengirap|me·ngi·rap lihat kirap
mengirat|me·ngi·rat [ark v] mati
mengkal|meng·kal [Jk a] 1. baru masak di dalam (belum seluruhnya matang)
mengkali|meng·ka·li [adv cak] kalau tidak salah
mengkar|meng·kar ? mekar
mengkara|Meng·ka·ra ? Makara
mengkaras|meng·ka·ras [n] pohon yg kayunya ringan, serat kulit kayu sangat awet, digunakan untuk pelapis keranjang dsb sbg penahan air hujan
mengkarung|meng·ka·rung ? bengkarung
mengkawan|meng·ka·wan ? bengkawan
mengkel|meng·kel ? mengkal
mengkelan|meng·ke·lan, ter·meng·ke·lan [v] tersendat di tenggorok ketika menelan makanan yg terlalu besar atau keras
mengkerang|meng·ke·rang [n] tumbuhan melilit, yg menghasilkan getah yg baik
mengkerat|meng·ke·rat ? mengkeret
mengkeret|meng·ke·ret [v] 1. menjadi lebih pendek (kecil)
mengkilap|meng·ki·lap ? kilap
mengkilat|meng·ki·lat ? kilat
mengking|meng·king, ceng·king-meng·king [v] menjerit-jerit dng suara melengking (krn ketakutan dsb)
mengkirai|meng·ki·rai [n] pohon, suku <i>Ulmaceae,</i> kayunya lunak dan ringan, digunakan untuk membuat korek api, peti, dsb, kulit batangnya digunakan sbg bahan penyamak jala dan seratnya untuk tali
mengkirik|meng·ki·rik ? 1kirik
mengkis|meng·kis [v], me·meng·kis[v] berteriak (memanggil dsb) dng maksud mengejek, menantang, dsb
mengkona|meng·ko·na [kl n] gajah tanpa taring
mengkuang|meng·ku·ang ? bengkuang
mengkudu|meng·ku·du [n] pohon yg banyak manfaatnya, termasuk suku <i>Rubiaceae,</i> buahnya berwarna putih keruh berbentuk bulat sampai bulat telur, permukaannya berbenjol-benjol, berbiji banyak, daging buahnya yg masak lunak dan banyak mengandung air, rasanya agak masam, digunakan sbg obat peluruh kencing dan dapat menurunkan tekanan darah tinggi, daunnya digunakan sbg obat sakit perut, akar dan kulit batangnya mengandung zat warna merah yg dipakai dl pembatikan
mengok|me·ngok ? mengot
mengor|me·ngor ? mengot
mengot|me·ngot [a] erot
mengsol|meng·sol [Jk a] 1. miring
mengsong|meng·song ? mengsol
mengung|me·ngung, ter·me·ngung [a] termenung
menhir|men·hir [n] batu besar spt tiang atau tugu, yg ditegakkan di atas tanah, hasil kebudayaan megalit, sbg tanda peringatan dan lambang arwah nenek moyang
meni|me·ni [n] cat merah yg dioleskan sbg lapisan dasar pd permukaan suatu barang sebelum dicat: --<i> besi
menikam|me·ni·kam ? manikam
menila|me·ni·la ? manila
meningitis|me·ni·ngi·tis [n] peradangan pd selaput otak dan sumsum tulang belakang
meninjau|me·nin·jau ? 1. elinjo
menir|1:me·nir [n] pecahan beras halus yg terjadi ketika ditumbuk
menir|2:me·nir [n cak] tuan
menira|me·ni·ra ? manira
meniran|1:me·nir·an [n] tumbuhan terna, daunnya mirip daun asam, tangkainya bersegi-segi dan halus berwarna hijau, air perasan batang dan akarnya digunakan untuk mengobati sakit batuk dan melancarkan air kencing
meniran|2:me·nir·an [Jw n] nama makanan yg dibuat dr adonan beras menir dan santan, diberi daun pandan, dan garam dibungkus dng daun pisang dan dikukus
meniskus|me·nis·kus [n] 1. [Anat] tulang rawan cekung dl sendi, msl sendi lutut
menit|me·nit [n] 1. satuan ukuran waktu yg lamanya 1/60 jam atau enam puluh detik
menjak|men·jak ? semenjak
menjana|men·ja·na ? semenjana
menjangan|men·ja·ngan [n] rusa
menjarum|men·ja·rum, -- me·rah [n] pohon kecil, kayunya dibuat tongkat
menjelai|men·je·lai ? enjelai
menjelis|men·je·lis ? majelis
menong|1:me·nong lihat gajah
menong|2:me·nong usungan atau kendaraan untuk pengantin, bentuknya spt ikan laut
menopause|me·no·pa·u·se [n] tidak haid lagi (krn usia lanjut)
menor|me·nor [a] mencolok cara berdandannya atau berhias-nya (dng berpakaian berwarna terang yg berwarna-warni)
menoragia|me·no·ra·gia [n Dok] haid dng perdarahan yg berlebihan
menostaksis|me·nos·tak·sis [n Dok] haid yg tidak normal dan berlangsung lama
mens|mens [kp] menstruasi
menserendahi|Men·se·ren·da·hi [n] dewa tertinggi dl mitologi orang Waropen di Irian Jaya
mensiang|men·si·ang [n] jenis rumput gelagah
mensiu|men·siu ? mesiu
menstruasi|men·stru·a·si [n] datang bulan
mensurasi|men·su·ra·si [n Mat] 1. cabang aritmetika yg berhubungan dng pengukuran, spt pengukuran panjang, luas, dan volume
menta|men·ta ? meta
mentah|men·tah [a] 1. belum masak
mentak|men·tak [Jk adv] mungkin
mental|1:men·tal [v] 1. terpelanting
mental|2:men·tal [Sd a] ada gunanya, ada pengaruhnya (tt obat, nasihat, dsb)
mental|men·tal 1. [a] bersangkutan dng batin dan watak manusia, yg bukan bersifat badan atau tenaga: <i>bukan hanya pembangunan fisik yg diperhatikan, melainkan juga pembangunan --
mentalitas|men·ta·li·tas [n] keadaan dan aktivitas jiwa (batin), cara berpikir, dan berperasaan: <i>faktor -- merupakan faktor penentu dl pembangunan
mentang|men·tang, men·tang-men·tang [adv] hanya krn merasa ..., maka ...: <i>- engkau kaya, barang yg tidak perlu kaubeli juga
mentangur|men·ta·ngur ? bentangur
mentari|men·ta·ri [kl n] matahari
mentaruh|men·ta·ruh [n] pohon yg kayunya ringan, lunak dan tidak awet, tetapi berbau harum, akar dan rantingnya yg kecil-kecil dapat dibuat tusuk gigi
mentas|men·tas [Jw v] 1. keluar (dr dl air): <i>setelah berenang-renang sebentar ia -- dan duduk-duduk di tepi kolam
mentaus|men·ta·us [n] pohon, kayunya halus berwarna putih dan awet, disukai untuk dibuat barang ukiran, msl wayang golek, getahnya dapat dipakai untuk mengobati sakit mata
mentega|1:men·te·ga [n] lemak kental, lunak, terbuat dr susu (biasa dipakai untuk membuat kue, memasak, atau sbg kelengkapan makan roti): <i>rotinya diolesi dng -- , lalu dipanggang
mentega|2:men·te·ga [n] pohon kecil yg ditanam sbg pohon hi-as, kayunya keras, buahnya dapat dimakan, berbau merangsang
mentelah|men·te·lah ? sementelah
menteleng|men·te·leng [Jw v] membuka mata lebar-lebar
menteng|men·teng [n] pohon yg tingginya 15—25 m, garis tengah batangnya 25—70 cm, suku <i>Euphorbiaceae,</i> bunganya berbentuk malai, buahnya berbentuk bulat, kulit buah agak berbulu, berwarna hijau kekuning-kuningan, daging buah berwarna putih kekuning-kuningan, rasanya masam manis
mentereng|men·te·reng [a] (serba) baik
menteri|men·te·ri [n] 1. kepala suatu departemen (anggota kabinet), merupakan pembantu kepala negara dl melaksanakan urusan (pekerjaan) negara
menteros|men·te·ros ? matros
mentibu|men·ti·bu [n] pohon berukuran sedang, tumbuh di paya gambut dan tanah berpasir putih, susunan daun duduk berhadapan, bentuknya bundar telur, bunganya berbulir, terletak di ujung cabang, kayunya untuk bahan bangunan, kayu lapis, bahan pembungkus
mentifakta|men·ti·fak·ta [n] fakta dl dokumen yg merupakan hasil gambaran dr pembuatnya sehingga berbeda dng fakta yg objektif
mentigi|men·ti·gi [n] pohon perdu, kayunya dibuat barang hiasan spt hulu keris, sarung pedang
mentika|men·ti·ka ? mestika
mentilau|men·ti·lau [n] burung sebesar balam, berwarna kuning
mentimun|men·ti·mun [n] tumbuhan yg menjalar, bentuk buahnya bulat panjang, berwarna hijau, hijau muda, atau kuning, dimakan mentah sbg lalap, dibuat acar, dsb
mentis|men·tis [Jk v] bertunas
mentok|men·tok [Jk v] terantuk (pd)
mentol|1:men·tol [n] terna tahunan, suku <i>Lamiaceae</i> yg membentuk stolon, bagian tanaman seluruhnya mengandung minyak asiri yg berbau harum dan dapat diekstrak dng penyulingan, setelah didinginkan menghasilkan mentol
mentol|2:men·tol [n Kim] alkohol, C10H20O, yg diperoleh dr pelbagai kristal, digunakan sbg bahan pengharum dan penyedap pd kembang gula, minuman keras, pasta gigi, dan obat-obatan
mentolo|men·to·lo [Jw a] sampai hati
mentor|men·tor [n] pembimbing atau pengasuh (biasanya untuk mahasiswa): <i>tiap mahasiswa diberi seorang --
mentora|men·to·ra [n] balai di istana tempat menerima tamu dsb: <i>balai --
mentua|men·tua ? mertua
mentul|men·tul [n] perhiasan yg dipasang pd rambut atau sanggul, berupa tusuk sanggul bertangkai panjang dng hiasan kuntum bunga bermata (intan, berlian, atau permata imitasi) pd bagian atasnya dan dapat bergerak berayun-ayun (berangguk-angguk)
mentul-mentul|men·tul-men·tul [Jw a] 1. bergoyang-goyang bergerak turun naik
menturung|men·tu·rung ? benturung
menu|me·nu [n] daftar atau rangkaian jenis makanan dan minuman yg tersedia dan dapat dihidangkan: --<i> nya sesuai dng seleraku
menuet|me·nu·et [n] 1. tarian rakyat Prancis, terutama populer pd abad ke-18, ditarikan oleh sepasang penari, gemulai, khidmat dng langkah-langkah kecil dan rapat, berirama sedang
menung|me·nung, ber·me·nung [v] diam sambil berpikir dalam-dalam
menur|1:me·nur [n] bunga melur
menur|2:me·nur [n] bagian ujung atas rebab, kadang-kadang dibuat dr gading
menur|3:me·nur [n] hiasan pd candi, rumah, pagar tembok, atau bangunan lainnya yg pd umumnya dibuat dr terakota
meny|meny- lihat meng-
menyampang|me·nyam·pang ? senyampang
menyan|me·nyan ? kemenyan
menyawak|me·nya·wak ? biawak
meong|me·ong [Jk n] 1. tiruan bunyi kucing
