bisa|1:bi·sa [v] mampu (kuasa melakukan sesuatu)
bisa|2:bi·sa [n] 1. zat racun yg dapat menyebabkan luka, busuk, atau mati bagi sesuatu yg hidup (biasanya terdapat pd binatang)
bisai|bi·sai [kl] 1. [a] bagus
bisan|bi·san ? besan
bisawab|bi·sa·wab [Ar a] dengan sebenarnya
bisbol|1:bis·bol [n] pohon yg tingginya mencapai 15 m, daunnya rimbun, bentuknya bulat, bunganya berwarna putih kekuning-kuningan dan harum baunya, buahnya bulat agak pipih, kulit buah berwarna merah muda atau kekuning-kuningan dng bulu halus kemerah-merahan, berbau spt mentega
bisbol|2:bis·bol [n Olr] permainan olahraga dng menggunakan bola keras kecil (sebesar bola kasti) dan pemukul, dilakukan oleh dua regu yg masing-masing terdiri atas sembilan orang pemain
biseksual|bi·sek·su·al [a] 1. mempunyai sifat kedua jenis kelamin (laki-laki dan perempuan)
bisektris|bi·sek·tris [n Mat] garis lurus yg membagi sudut atas dua bagian yg sama
biseps|bi·seps [n] otot yg mempunyai dua kepala
bisik|bi·sik [n] suara desis perlahan-lahan: <i>sering kali terngiang dl telingaku -- rayu kekasihku
bising|bi·sing [a] 1. ramai (spt berdengung-dengung, berdesir-desir, berdesing-desing) hingga menyebabkan telinga spt pekak (tt suara atau bunyi): <i>bunyi kapal terbang yg akan berangkat sangat --
bisinosis|bi·si·no·sis [n Dok] penyakit paru-paru akibat pengaruh debu kapas
biskal|bis·kal ? beskal
biskop|bis·kop ? uskup
biskuit|bis·ku·it [n] kue kering yg dibuat dr adonan tepung (terigu dsb) dan telur dng atau tanpa diberi gula (biasanya dibuat di pabrik dan dijual dl bentuk kalengan)
bismillah|bis·mil·lah dng nama Allah (biasa diucapkan jika akan mulai melakukan sesuatu)
bismut|bis·mut [n] 1. logam yg dipakai untuk mengobati sakit usus, perut, dsb
bisnis|bis·nis [n] usaha komersial dl dunia perdagangan
bison|bi·son [n] banteng liar, terdapat di Amerika Utara, tengkuknya berbulu lebat, berkepala besar, bertanduk kecil, dan berpunuk besar
bissu|bis·su [n] tradisi sastra lisan yg hidup di daerah Pangkep (Sulawesi Selatan) yg dilakukan oleh sekelompok laki-laki yg mengenakan pakaian serta bersuara dan bertingkah spt perempuan
bistik|bis·tik [n] lauk bersaos yg dibuat dr daging dsb
bisu|bi·su [a] tidak dapat berkata-kata (krn tidak sempurna alat percakapannya atau krn tuli sejak kecil)
bisul|bi·sul [n] 1. bintil yg membengkak pd kulit yg berisi nanah dan bermata
bit gula|bit gu·la [n] tumbuhan dataran tinggi yg umbi akarnya, berwarna merah dapat digunakan untuk membuat gula krn kadar gulanya tinggi
bit|bit [n] digit pd bilangan biner
biti|bi·ti [kl n] hamba perempuan di istana
biting|bi·ting [Jw n] penyemat yg dibuat dr lidi (bambu) untuk menyemat daun pembungkus
bitisik|bi·ti·sik [n] anak dr cicit
bitumen|bi·tu·men [n] aspal yg dibuat dr minyak tanah
biuku|bi·u·ku [n] kura-kura yg sudut matanya bergaris kuning sehingga pandangan matanya tampak suram (tidak berseri-seri)
biumbai|bi·um·bai [n] tunangan (Dayak)
bius|1:bi·us [n] 1. obat untuk membuat orang kehilangan rasa kesadarannya (spt pd waktu akan dioperasi supaya tidak merasa sakit)
bius|2:bi·us [n] masyarakat wilayah yg besar di daerah Samosir, Sumatra Utara
biut|bi·ut [ark a] tidak mau sembuh-sembuh (tt penyakit)
bivak|bi·vak [n] pondok (tempat bermalam) sementara di tengah hutan dsb (bagi tentara dsb)
biverbal|bi·ver·bal [a] berupa sinonim atau padan kata (tt definisi)
bizurai|bi·zu·rai [kl n] raja muda
blabar|bla·bar [n] alat untuk menangkap ikan yg dibuat dr rangkaian beberapa ikat daun tanaman kering yg dipasang di pantai
blabitisme|bla·bi·tis·me [n] perihal berbicara secara tidak terkendalikan
blakblakan|blak·blak·an [Jw a] tidak ada yg ditutup-tutupi atau disembunyikan
blangko|blang·ko 1. [a] kosong (belum diisi)
blaster|blas·ter [n] 1. hasil perkawinan campuran dr dua jenis yg berbeda
blastostil|blas·tos·til [n Zool] polip yg telah berubah bentuk dan berfungsi membentuk ubur-ubur
blazer|bla·zer [n] baju luar sejenis jas untuk wanita, dipakai di luar blus: <i>setelan celana panjang dan -- mendominasi peragaan busana ini
blek|blek [Jw n] kaleng yg dibuat dr seng untuk menyimpan makanan kering: <i>agar tidak melempem, kerupuk dan keripik dimasukkan ke dl --
blekek|ble·kek [n] bangau yg berbulu hijau, paruhnya lebih pendek dp blekok
blekok|ble·kok [n] burung berkaki dan berparuh panjang, pemakan daging (ikan, katak, siput, dsb), biasa hidup di sawah atau rawa-rawa, berbulu putih dan cokelat
blenda|blen·da [n Kim] zink sulfida alamiah
blender|blen·der [n] alat bertenaga listrik untuk melumatkan buah, makanan, dsb
blepot|ble·pot ? lepot
blewah|ble·wah [n] tanaman menjalar atau merambat, panjangnya 1,5—3 m, daunnya lebar berbentuk jantung dng tangkai daun yg keras dan panjang, bunganya besar berwarna kuning dan harum, buahnya cepat busuk berbentuk bulat lonjong dan berlekuk-lekuk, dapat dimakan langsung atau dicampur dng sirop, berbulu licin jika masih muda, banyak bijinya dan berkulit sangat tipis
blirik|bli·rik [a] bercorak lurik, bintik-bintik hitam putih (tt bahan, kain, kulit, bulu binatang)
blok|blok [n] 1. gulungan (cita dsb): <i>dibelinya kain putih dua --
blokade|blo·ka·de [n] pengepungan (penutupan) suatu daerah (negara) sehingga orang, barang, kapal, dsb tidak dapat keluar masuk dng bebas
blokir|blo·kir [v], mem·blo·kir [v] membekukan
bloknot|blok·not [n] buku yg berisi helaian kertas kosong untuk catatan dsb dan mudah dilepas (biasanya berukuran kecil)
blong|blong [a cak] tidak berfungsi krn tidak ada tahanan (tt rem)
bloon|blo·on ? beloon
blower|blo·wer [n] pompa udara bertenaga listrik yg udaranya dihasilkan melalui kipas
bludrek|blud·rek [n cak] 1. tekanan darah
blues|blues [n Mus] jenis lagu ratapan orang Negro, Amerika yg berkembang mulai tahun 1911 sbg perintis musik jaz
blus|blus [n] kemeja perempuan
blustru|blus·tru [n] tumbuhan merambat sejenis mentimun, buah yg masih muda dapat disayur, kulit buah yg tua dapat dijadikan spon
bobato|bo·ba·to [n] kepala desa yg warganya beragama Islam (di Ternate)
bobok|1:bo·bok [v cak] tidur (untuk anak-anak): --<i> lah anakku, hari sudah larut malam
bobok|2:bo·bok [v], mem·bo·bok [v] membuat lubang (pd tembok dsb)
bobok|3:bo·bok [Jw n] daun, umbi-umbian, dsb yg dilumatkan (dng batu penggiling dsb) dipakai sbg obat luar dng cara menempelkannya pd bagian yg sakit
bobol|bo·bol 1 [a] jebol atau rusak (tt bendungan dsb)
bobos|bo·bos [a] berlubang besar krn sobek, pecah, dsb
bobot|bo·bot [n] 1. berat suatu benda: <i>pesawat itu -- nya lebih dr 10.000 kilogram
bobotok|bo·bo·tok [Mk n] lauk-pauk yg dicampur kelapa yg berbumbu dan dibungkus dng daun singkong, kemudian dimasak (dipepes)
bobrok|bob·rok [a] rusak sama sekali
bocah|bo·cah [n] anak (kecil)
bocok|bo·cok [ark n] kelambu (kain tipis) penutup buaian bayi
bocong|bo·cong [Jk n] tempat air yg bagian perutnya (tengahnya) besar (terbuat dr tanah)
bocor|bo·cor [v] 1. berlubang sehingga air (udara) dapat keluar atau masuk
bodhi|bo·dhi [n] pohon yg menaungi Buddha Gautama pd waktu memperoleh petunjuk
bodhisatwa|bo·dhi·sat·wa [n] calon Buddha
bodi|bo·di [n cak] 1. bentuk tubuh
bodoh|bo·doh [a] 1. tidak lekas mengerti
bodok|bo·dok [n] sakit kusta pd taraf permulaan
bodong|1:bo·dong [Jw a] tersembul pusatnya
bodong|2:bo·dong [ark n] angin kencang
bodor|bo·dor [Sd n] pelawak
boga|bo·ga [n] makanan
bogam|bo·gam [n] keping-keping kecil dr emas untuk perhiasan tajuk dsb
bogel|bo·gel [a] telanjang
bogem|bo·gem, -- mentah [n cak] 1. kepalan tangan
bogi|bo·gi [n] kereta kecil (biasanya beroda dua dan ditarik oleh seekor kuda)
bogol|bo·gol [ark n] borgol
bogor|bo·gor [n] enau
bogot|bo·got [a] buruk sekali (membangkitkan rasa ngeri)
bohemian|bo·he·mi·an [n] orang yg hidup bebas spt kebanyakan seniman
bohlam|boh·lam [n cak] bola lampu listrik
bohok|bo·hok ? buhuk
bohong|bo·hong [a] 1. tidak sesuai dng hal (keadaan dsb) yg sebenarnya
bohorok|bo·ho·rok [n Geo] angin kencang yg terdapat di dataran Sumatra Utara selama musim timur laut, yg dapat menimbulkan kerusakan pd tumbuh-tumbuhan, khususnya tembakau
bohsia|boh·sia [Mal n] wanita muda yg suka mengobral seks secara bebas tanpa minta imbalan
boi|boi [n cak] pelayan (laki-laki)
boikot|boi·kot [v], mem·boi·kot [v] bersekongkol menolak untuk bekerja sama (berurusan dagang, berbicara, ikut serta, dsb): <i>wakil partai itu tetap akan - pembicaraan undang-undang itu dl parlemen
bois|bo·is [a cak] sifat kelaki-lakian: <i>rasa selalu cemburu mengikuti gerak-gerik si upik yg -- ini
bokar|bo·kar [ark n] bahan pengolah karet
bokca|bok·ca [kl n] kantung untuk membawa bekal (makanan dsb)
bokek|bo·kek [a cak] tidak punya uang: <i>bukannya saya tidak mau menolongmu, tetapi saya sendiri sedang --
boko|bo·ko [v] menemukan kembali barang yg dicuri atau barang yg hilang (di Sulawesi)
bokoh|bo·koh [ark a] lemah
bokong|1:bo·kong [n] 1. pantat
bokong|2:bo·kong [Mk a] bengkak
bokop|bo·kop [ark a] bengkak
bokor|bo·kor [n] pinggan besar yg cekung dan bertepi lebar (biasanya dibuat dr logam)
bokot|bo·kot ? bukut
boks|boks [n] 1. tempat tidur bayi atau tempat menaruh anak-anak (sebelum dapat berjalan), berbentuk segi empat, berpagar pd sisi-sisinya
boksen|bok·sen [n cak] tinju
bokser|bok·ser [n] petinju
bokset|bok·set [n Sen] dekorasi rumah di atas pentas, berbentuk tiga sisi tanpa dinding depan sehingga isi rumah akan terlihat oleh penonton
boksu|bok·su [n] pendeta Kristen Cina
boku|bo·ku [n] kakek atau datuk (di Timor)
bol|1:bol [n] ujung usus pd pelepasan (dubur)
bol|2:bol [n] jambul pd baret, topi, dsb
bol|3:bol [n] buah jambu, berwarna merah tua, merah, dan putih, dagingnya berwarna putih, berair, berbiji besar, tunggal, dan bulat
bola|bo·la [n] 1. benda bulat yg dibuat dr karet dsb untuk bermain-main: <i>ia senang sekali bermain-main dng --
bolak|bo·lak [kl a] salah
bolak-balik|bo·lak-ba·lik 1. [v] berulang-aling pergi dan pulang
bolang-baling|bo·lang-ba·ling lihat baling
boleh|bo·leh [adv] 1. diizinkan
bolero|1:bo·le·ro [n] 1. tarian khas Spanyol
bolero|2:bo·le·ro [n] jaket pendek untuk wanita
bolide|bo·li·de [n Astron] meteor besar
boling|bo·ling [n] cabang olahraga yg berupa permainan dng menggelindingkan bola khusus untuk merobohkan sejumlah gada yg berderet yg kemudian dapat tertata lagi secara otomatis
bolometer|bo·lo·me·ter [n] alat untuk mengukur tenaga radiasi elektromagnetik dl selang riak gelombang tertentu dng memanfaatkan perubahan hambatan dr penghantar tipis yg terkena pengaruh pemanasan radiasi dsb
bolong|bo·long [a cak] berlubang tembus
bolos|1:bo·los ? bulus
bolos|2:bo·los, mem·bo·los [v] 1. tidak masuk bekerja (sekolah dsb): <i>hari ini sebenarnya bukan hari libur, tetapi banyak murid yg -
bolot|bo·lot [ark] mem·bo·lot [v] membalut
bolotu|bo·lo·tu [n] perahu layar dr Sulawesi Tengah
bolpoin|bol·po·in [n] pena yg bermata bulat (tumpul) yg dilengkapi dng tinta kental dl tabung
bolsak|bol·sak ? bulsak
bolu|bo·lu [n] kue dibuat dr adonan tepung terigu, telur, gula pasir, dsb dan dipanggang
bom|1:bom [n] senjata yg bentuknya spt peluru besar yg berisi bahan peledak untuk menimbulkan kerusakan besar
bom|2:bom [n] 1. kayu penarik pedati (dokar dsb)
bomantara|bo·man·ta·ra ? bumantara
bombai|bom·bai [n] jenis bawang merah, besar dan tidak begitu merangsang: <i>tumislah bawang -- , jahe, bawang putih, dan terasi
bombardemen|bom·bar·de·men [n] pengeboman (pemboman)
bombardir|bom·bar·dir [v], mem·bom·bar·dir [v] mengebom
bombas|bom·bas [n] 1. ucapan yg baik terdengar, tetapi tidak mengandung arti
bombastis|bom·bas·tis [a] banyak berjanji, tetapi tidak akan berbuat banyak
bomber|bom·ber [n] 1. pesawat terbang pengebom
bomoh|bo·moh [n] 1. dukun
bomor|bo·mor ? bomoh
bomseks|bom·seks [n cak] julukan untuk wanita selebriti yg mempunyai citra erotis dan sensual yg tinggi: <i>ia merupakan bintang film -- baru dr Amerika
bon|1:bon [n] surat kecil berisi keterangan pengambilan barang, peminjaman uang, dsb
bon|2:bon [n] gabungan perkumpulan olahraga
bonafid|bo·na·fid ? bonafide
bonafide|bo·na·fi·de [a] dapat dipercaya dng baik (tt perusahaan dsb)
bonafiditas|bo·na·fi·di·tas [n] hal dapat dipercaya dng baik dr segi kejujuran maupun kemampuannya: <i>di bidang usaha mana pun yg mutlak adalah --
bonang|bo·nang [n] alat musik pukul dl orkes gamelan terbuat dr perunggu, bentuknya menyerupai periuk atau belanga, atau gong kecil yg disusun di atas tali yg terentang di antara kerangka sandaran kayu
bonanza|bo·nan·za [Sp n] sumber keuntungan
bonar|bo·nar [n] gencatan senjata (di Tapanuli)
bonbon|bon·bon [n] gula-gula
boncel|bon·cel [Jk a] kecil
bonceng|bon·ceng [v] mem·bon·ceng [v] 1. ikut naik (kendaraan beroda dua): <i>ia naik sepeda motor dan adiknya - di belakang
boncol|bon·col [n] jendul
boncong|bon·cong [ark n] buyung dr tanah
bondol|bon·dol [n] burung kecil berkepala putih
bondong|bon·dong [Mk n] kelompok
bondot|bon·dot [Jk n] berkas
boneka|bo·ne·ka [n] 1. tiruan anak untuk permainan
bonet|bo·net [n] 1. kopiah atau topi kecil terbuat dr kain halus dan tanpa pinggiran
bong|1:bong [n] pekuburan Cina
bong|2:bong [Jw n] orang yg pekerjaannya mengkhitankan (menyunat)
bongak|1:bo·ngak [a] sombong
bongak|2:bo·ngak [a] bohong
bongak|3:bo·ngak [Mk a] bodoh
bonggol|1:bong·gol [n] 1. bonjol pd batang kayu dsb
bonggol|2:bong·gol [Jk] , mem·bong·gol [v] memukul
bongkah|bong·kah [n] 1. bingkah
bongkak|bong·kak ? 1congkak
bongkar|bong·kar [v] angkat, turunkan (tt muatan atau barang dr truk, mesin mobil, dsb)
bongkar-bangkir|bong·kar-bang·kir [a] berantakan
bongkas|bong·kas ? bungkas
bongkin|bong·kin [n] permainan judi cara cina dng kartu ceki
bongko|bong·ko [Jw n] makanan dr kacang merah, kelapa muda, dan bumbu dibungkus dng daun pisang dan dikukus
bongkok|bong·kok ? bungkuk
bongkol|1:bong·kol ? 1bonggol
bongkol|2:bong·kol ? bungkul
bongkong|bong·kong [Mk a] belum tahu banyak tt sopan-santun (celaan kpd orang hulu)
bongkor|1:bong·kor [n] 1. bakul dr kulit kayu yg dipakai untuk mengambil sarang lebah (madu)
bongkor|2:bong·kor [Jw n] sebidang tanah yg tidak dikerjakan, antara lain, krn tidak ada waktu untuk mengerjakannya
bongkot|bong·kot [Jk n] pangkal (batang kayu, tebu, dsb)
bongkrek|bong·krek [n] ampas kacang kedelai yg sudah diambil minyaknya: <i>tempe --
bonglai|bong·lai ? bangle
bongmeh|bong·meh <i>Cn v,</i> mem·bong·meh [v] 1. merasai debar jantung dng meraba pergelangan tangan
bongo|bo·ngo [n] alat musik berupa sepasang gendang kecil (yg dipukul-pukul dng tangan) yg bagian bawahnya tidak bertutup
bongok|bo·ngok [a] besar (gemuk) tetapi pendek
bongsai|bong·sai ? bonsai
bongsang|bong·sang [n] keranjang kecil untuk membawa buah-buahan dsb
bongsor|bong·sor [a cak] besar (gemuk dan tinggi)
bonjol|1:bon·jol ? 1bonggol
bonjol|2:bon·jol ? boncol
bonjor|bon·jor [n] kubu
bonsai|bon·sai [n] tumbuhan kerdil, diperoleh dng menanamnya dl pot dng cara tertentu (pot dangkal, pemangkasan akar dan cabang, pemupukan terkendali, dsb)
bontak|bon·tak [Mk a] gemuk bulat (tt pipi dsb)
bonto|bon·to [Jk a] sudah tidak segar lagi (tt ikan): <i>jangan membeli ikan --
bontok|bon·tok [Jk a] bonto
bontot|bon·tot [Jk a] bungsu
bonus|bo·nus [n] 1. upah tambahan di luar gaji atau upah sbg hadiah atau perangsang
bonyok|bo·nyok [a] memar dan lunak (tt buah dsb)
bonyor|bo·nyor ? bonyok
bopeng|bo·peng 1. [a] cacat yg berupa lubang-lubang (lekuk-lekuk) kecil pd kulit
boplang|bop·lang [n Tek] susunan papan yg dipasang sekeliling pekerjaan galian tanah yg menunjukkan batas fondasi bangunan yg akan dibangun
bopok|bo·pok [a cak] 1. rusak
bopong|bo·pong [v], mem·bo·pong [v] membawa anak dng kedua belah tangan di depan dada
bor|1:bor [n] perkakas untuk menggerek kayu (besi dsb) atau menggali lubang dsb
bor|2:bor [n cak] papan (dl kelas dsb) untuk menulis
bora|bo·ra [n Met] angin dingin yg bertiup turun dr pegunungan, yg pd waktu mencapai dataran rendah berubah menjadi panas
borak|bo·rak ? burak
boraks|bo·raks [n Kim] bahan pembersih (antiseptik
borang|1:bo·rang [Jk n] ranjau
borang|2:bo·rang [n] formulir
borat|bo·rat [n Kim] istilah generik untuk garam atau ester asam borat
borci|bor·ci [ark n] kertas emas untuk hiasan, sulaman, dsb
bordes|bor·des [n] tangga untuk naik ke pintu (kereta api dsb)
bordil|bor·dil [n] 1. rumah panjang terbagi oleh sekat-sekat yg membentuk banyak kamar
bordir|bor·dir [n] hiasan dr benang yg dijahitkan pd kain
bordu|bor·du [ark n] dinding pd tepi perahu (kapal)
boreal|bo·re·al [n] kawasan beriklim sejuk atau sedang di belahan bumi utara
boreh|bo·reh [n cak] 1. barang (atau surat berharga) yg diserahkan oleh orang yg berutang sbg jaminan utangnya
borek|bo·rek [n] burik
borgol|bor·gol [n] belenggu tangan terbuat dr besi, berbentuk bulat, dapat ditutup dan dibuka dng memakai kunci
borhan|bor·han ? burhan
borjuasi|bor·ju·a·si [n] 1. golongan masyarakat yg penghasilannya melebihi penghasilan rata-rata rakyat biasa
borjuis|bor·ju·is [n] kelas masyarakat dr golongan menengah ke atas (biasanya dipertentangkan dng rakyat jelata)
borkol|bor·kol ? brokoli
boro-boro|bo·ro-bo·ro [adv cak] jangankan
borok|bo·rok [n] 1. luka bernanah dan busuk (krn infeksi)
boron|bo·ron [n] 1. zat yg sekaligus meredam dan menetralkan neutron
borong|bo·rong [v] melakukan pembelian secara besar-besaran, tidak satu-satu atau sedikit-sedikit (tt jual beli, penanganan pekerjaan, dsb)
boros|bo·ros [a] 1. berlebih-lebihan dl pemakaian uang, barang, dsb: <i>orang yg hidupnya -- tak akan menjadi kaya</i>
bortel|bor·tel [n cak] wortel
bos|1:bos [n] bungkus besar yg berisi beberapa bungkus (tt rokok, korek api, dsb)
bos|2:bos [n] orang yg berkuasa mengawasi dan memberi perintah kpd para karyawan
bosan|bo·san [a] sudah tidak suka lagi krn sudah terlalu sering atau banyak
boseta|bo·se·ta [ark n] keranjang atau peti kecil
bosman|bos·man [n Lay] awak kapal yg tugasnya memimpin awak kapal bawahan bagian dek
boson|bo·son [n] partikel elementer, inti atom, dan partikel lain yg tunduk pd statistika Bose-Einstein
bosor|bo·sor [a] berlubang tembus
bostan|bos·tan ? bustan
bosun|bo·sun [n Lay] bosman
bot|bot [n] jenis sepatu yg menutup seluruh kaki, kadang-kadang sampai ke tungkai
bota|bo·ta ? buta
botak|bo·tak [a] 1. tidak berambut (tt kepala orang)
botang|bo·tang [ark n] kancing baju
botani|bo·ta·ni [n] cabang biologi tt kehidupan tumbuh-tumbuhan
botanikus|bo·ta·ni·kus [n] ahli botani
botanis|bo·ta·nis [a] bersifat botani
botelir|bo·te·lir [n cak] awak kapal bagian jasa boga yg mengepalai pelayan di kapal
boto|bo·to [Jk a] elok (bagus, cantik) rupa dan bentuknya: <i>gadis yg -- itu banyak pemujanya
botoh|bo·toh [Jw n] 1. penyabung ayam dsb
botok|bo·tok [n] lauk dr ikan dsb yg dicampur dng parutan kelapa muda yg dibumbui, kemudian dibungkus dng daun pisang dan dikukus
botol|bo·tol [n] wadah untuk benda cair, yg berleher sempit dan biasanya dibuat dr kaca atau plastik
botor|bo·tor lihat kacang
botridium|bot·ri·di·um [n Zool] struktur spt cuping cacing pita
botulisme|bo·tu·lis·me [n] keracunan makanan yg disebabkan oleh bakteri <i>clostridium botulinum,</i> satu-satunya mikroorganisme dng spora yg tahan suhu tinggi, terdapat pd makanan dl kaleng
bowo|bo·wo [n] maskawin dr pihak laki-laki berupa beberapa ekor babi dng ukuran lingkar dada tertentu (di Pulau Nias)
boya|1:bo·ya [n Lay] bui di laut
boya|2:bo·ya [a] cerai-berai
boyak|bo·yak [a] 1. hambar (tidak sedap) rasanya (lagi) krn sudah kering atau busuk (tt tembakau): <i>tembakau yg sudah --
boyas|bo·yas [ark a] buncit
boyo-boyo|bo·yo-bo·yo [n Lay] balok melintang yg dipasang pd mulut palka kapal yg digunakan untuk menempatkan penahan tutup palka
boyong|bo·yong [v] pindah tempat tinggal (dng membawa semua barang miliknya)
bozah|bo·zah [n] minuman keras yg dibuat dr jelai
bradikardi|bra·di·kar·di [n Dok] penurunan detak jantung secara drastis: <i>pd pukul 09.00 napas anak itu terhenti dan terjadi --
brahma|Brah·ma [n Hin] salah satu dewa Trimurti yg berperan sbg dewa pencipta alam semesta
brahmana|brah·ma·na [n] 1. pendeta agama Hindu
brahmani|brah·ma·ni [kl n] brahmana perempuan
brahmi|brah·mi [n] nama huruf India kuno
brahmin|brah·min [n] brahmana
braille|brail·le [n] sistem tulisan dan cetakan (berdasarkan abjad Latin) untuk para tunanetra berupa kode yg terjadi dr 6 titik dl pelbagai kombinasi yg ditonjolkan pd kertas sehingga dapat diraba
brakiasi|bra·ki·a·si [n] cara gerak orang utan dan jenis kera lainnya dng menggelantung pd cabang pohon dan mengayunkan tubuhnya ke depan dng bantuan lengan
brakilogi|bra·ki·lo·gi [n Ling] keringkasan bicara
brakisefalik|bra·ki·se·fa·lik [a Anat] 1. berkepala pendek
brakistokron|bra·kis·tok·ron [n Fis] lintasan zarah di bidang vertikal (cacak) antara dua titik yg sama tingginya dan lintasan ini berwaktu tempuh tersingkat jika zarah itu hanya dipengaruhi medan gravitasi
brakiurus|bra·ki·u·rus [a Zool] berkaitan dng bentuk tubuh dng bagian perut pendek dan mengecil spt pd ketam
braktea|brak·tea [n Bot] daun gagang
bramacorah|bra·ma·co·rah [n Huk] 1. orang yg melakukan pengulangan tindak pidana
brambang|bram·bang [Jw n] bawang merah
brana|bra·na lihat raja
brander|bran·der [n] alat untuk membakar
brangas|bra·ngas ? 2berangas
brangus|bra·ngus ? berangus
brankar|bran·kar [n] usungan untuk mengangkat orang sakit (dng cara membaringkannya)
brankas|bran·kas [n] lemari terbuat dr besi (baja, atau logam lain) tempat menyimpan uang atau barang berharga
branwir|bran·wir [n] mobil pemadam kebakaran
braseri|bra·se·ri [n] kutang
brata|bra·ta [n Hin] tindakan pengendalian diri: <i>ada tiga -- yg mesti dilakukan berkaitan dng Syiwaratri, yaitu tidak tidur selama 36 jam, berpuasa selama 24 jam, dan tafakur memusatkan pikiran pd Syiwa
bratawali|bra·ta·wa·li [n] tumbuhan merambat, daunnya spt bentuk hati, bertangkai panjang, batangnya berkutil-kutil, besarnya sejari kelingking, batangnya pahit rasanya dan dipakai untuk obat
bredel|bre·del ? beredel
breksi|brek·si ? breksia
breksia|brek·sia [n Geo] batuan yg terdiri atas komponen yg bersudut dan pekat menjadi satu
brem|1:brem [n] makanan berupa lempengan keras berasa manis keasaman yg dibuat dr sari tapai ketan, warnanya putih kecokelatan
brem|2:brem [n] minuman mengandung alkohol, terbuat dr peragian sari beras, dsb (Bali)
bren|bren [n] senapan mesin ringan, dilayani oleh satu orang
brendi|bren·di [n] minuman keras dibuat dr buah anggur
brengsek|breng·sek ? berengsek
bretel|bre·tel [n] tali elastis atau tidak elastis, tersandang di kedua bahu untuk mengikat pantalon agar tidak lepas
brevet|bre·vet [n] 1. dokumen tanda penghargaan kpd seseorang yg menyatakan telah dianugerahkannya suatu titel, gelar, dan lain-lain
brewok|bre·wok ? berewok
brigade|bri·ga·de [n] 1. satuan angkatan bersenjata yg terdiri atas dua, tiga, atau empat resimen, merupakan bagian dr divisi
brigadir|bri·ga·dir [n], -- jenderal polisi pangkat perwira tinggi peringkat keempat dl kepolisian, satu tingkat di bawah inspektur jenderal polisi, satu tingkat di atas senior superintenden (tanda pangkatnya satu bintang emas yg ditempatkan di bahu baju)
briket|bri·ket [n] 1. bata
brilian|bri·li·an [a] pandai sekali
briofita|bri·o·fi·ta [n] tumbuhan yg tergolong divisi tumbuh-tumbuhan yg tidak berbunga, msl lumut-lumutan
briologi|bri·o·lo·gi [n] cabang ilmu tumbuhan tt lumut
briozoa|bri·o·zoa [n] hewan lumut, dapat hidup berkoloni, berukuran kecil dng bentuk spt mangkuk
brisan|bri·san lihat bom
broiler|bro·i·ler [n] 1. alat untuk memanggang daging atau ayam
brokade|bro·ka·de [n] brokat
brokat|bro·kat [n] kain sutra yg bersulam benang emas atau perak
broker|bro·ker [n] pedagang perantara yg menghubungkan pedagang satu dng yg lain dl hal jual beli atau antara penjual dan pembeli (saham dsb)
brokoli|bro·ko·li [n] sayuran bunga spt kembang kol, berwarna hijau tua agak keputih-putihan (biasanya digunakan untuk masakan Eropa dan Cina)
brom|brom [n Kim] bromin
bromat|bro·mat [n Kim] garam yg mengandung ion BrO3
bromida|bro·mi·da [n Kim] campuran bromin dng zat lain
bromin|bro·min [n Kim] cairan berwarna cokelat tua, mempunyai bau tidak enak
bromisme|bro·mis·me [n] penyakit krn kelebihan dosis penenang kalium bromida
bromocorah|bro·mo·co·rah ? bramacorah
brompit|brom·pit [n cak]sepeda kumbang
brongkos|brong·kos ? berongkos
bronkioli|bron·ki·o·li [n Anat] ranting tenggorok
bronkitis|bron·ki·tis [n Dok] radang cabang tenggorok
bronkodilator|bron·ko·di·la·tor [n] alat yg dapat memperlebar lubang saluran napas yg menyempit ketika seseorang mendapat serangan asma
bronkotomi|bron·ko·to·mi [n Dok] bedah pembuluh udara
bronkus|bron·kus [n Anat] cabang tenggorok yg bersambung ke bagian kiri dan kanan paru-paru
brontosaurus|bron·to·sau·rus [n] reptil raksasa purba yg sudah punah
bros|bros [n] perhiasan terbuat dr emas, perak, dsb, bermata intan (berlian, mutiara, dsb) yg disematkan pd pakaian (biasanya di bagian dada)
brosur|bro·sur [n] 1. bahan informasi tertulis mengenai suatu masalah yg disusun secara bersistem
browser|brow·ser [n] binatang pemakan rumput, daun, dan ranting
bruder|bru·der [n] 1. saudara laki-laki
bruk|bruk [n] tiruan bunyi barang berat atau kumpulan barang yg jatuh
brunai|bru·nai [n] pohon perdu yg tingginya dapat mencapai 4—5 m, kayunya lurus dan keras, biasanya untuk tongkat
brutal|bru·tal [a cak] 1. kejam: <i>mereka adalah penjahat --
brutalisme|bru·tal·is·me [n] perbuatan kurang ajar (biadab)
bruto|bru·to [n] kotor (tt berat, gaji, hasil keuntungan, pendapatan): <i>berat -- barang kiriman itu 102,5 kg
bu|bu [n] 1. kata sapaan untuk orang tua perempuan
bua tanah|bu·a ta·nah [n] harga (biaya dsb) yg harus dibayar oleh orang asing yg mengerjakan tanah di wilayah tertentu yg bukan wilayah masyarakat hukum adatnya (di Sulawesi)
buah|bu·ah [n] 1. bagian tumbuhan yg berasal dr bunga atau putik (biasanya berbiji): <i>pohon mangga itu banyak -- nya
